x,y
85.8872,15.4392
86.3597,53.6633
29.419,77.0619
38.8247,88.6178
10.1597,64.5707
23.0024,10.2121
27.2412,4.45429
86.8453,74.4631
7.83937,80.8233
68.312,85.8437
9.57865,79.5216
10.9311,97.2009
93.936,96.9932
73.6805,84.283
12.0656,29.4608
79.3902,60.6306
39.5953,66.2835
35.194,90.2331
16.699,43.4783
72.2089,77.3562
64.6117,88.4757
17.0222,74.2541
86.2135,11.3245
16.6065,46.8317
68.3738,67.0978
96.6163,5.82342
1.61239,76.2401
42.2456,97.0117
30.9962,59.3595
39.9609,2.81651
35.7168,17.8181
42.4184,99.107
6.9094,60.9008
72.5351,93.1881
25.2338,6.20545
52.2217,57.4599
86.8518,21.5044
24.3374,83.7022
58.7244,84.7622
64.6525,2.07812
84.0548,97.1003
95.6448,96.2615
94.8303,40.9139
1.32178,67.8831
38.8604,72.6985
10.2754,63.5774
78.3266,94.7043
6.10676,32.0793
53.2375,92.1714
53.1182,76.9495
76.1419,76.0488
